,continentEnglishName,countryName,countryEnglishName,province_confirmedCount,province_suspectedCount,province_curedCount,province_deadCount,updateTime
143,Asia,泰国,Thailand,1245,0.0,97,6,2020-03-29
144,Asia,印度尼西亚,Indonesia,1155,0.0,35,102,2020-03-29
145,Europe,希腊,Greece,1061,0.0,19,32,2020-03-29
146,Asia,菲律宾,Philippines,1075,0.0,35,68,2020-03-29
147,Europe,冰岛,Iceland,963,0.0,97,2,2020-03-29
148,Asia,印度,India,918,0.0,80,19,2020-03-29
149,North America,巴拿马,Panama,786,0.0,0,14,2020-03-29
150,North America,墨西哥,Mexico,717,0.0,1,12,2020-03-29
151,South America,阿根廷,Argentina,690,0.0,1,17,2020-03-29
152,Europe,塞尔维亚,Republic of Serbia,659,0.0,0,10,2020-03-29
153,South America,秘鲁,Peru,671,0.0,14,16,2020-03-29
154,Europe,爱沙尼亚,Estonia,640,0.0,20,1,2020-03-29
155,Asia,新加坡,Singapore,802,0.0,183,2,2020-03-29
156,South America,哥伦比亚,Colombia,608,0.0,10,6,2020-03-29
157,North America,多米尼加,Dominican Republic,581,0.0,0,20,2020-03-29
158,Asia,卡塔尔,Qatar,590,0.0,45,1,2020-03-29
159,Africa,埃及,Egypt,576,0.0,121,36,2020-03-29
160,Asia,阿联酋,United Arab Emirates,468,0.0,55,2,2020-03-29
161,Oceania,新西兰,New Zealand,451,4.0,50,0,2020-03-29
162,Asia,黎巴嫩,Lebanon,412,0.0,27,8,2020-03-29
163,Europe,立陶宛,Lithuania,382,0.0,1,7,2020-03-29
164,Africa,阿尔及利亚,Algeria,409,0.0,29,26,2020-03-29
165,Asia,亚美尼亚,Armenia,372,0.0,28,1,2020-03-29
166,Europe,乌克兰,Ukraine,356,0.0,5,9,2020-03-29
167,Asia,伊拉克,Iraq,506,0.0,131,42,2020-03-29
168,Africa,摩洛哥,Morocco,359,0.0,11,24,2020-03-29
169,Europe,保加利亚,Bulgaria,313,0.0,3,3,2020-03-29
170,Europe,拉脱维亚,Latvia,305,0.0,0,0,2020-03-29
171,Europe,安道尔,Andorra,308,0.0,5,3,2020-03-29
172,Europe,匈牙利,Hungary,343,0.0,34,11,2020-03-29
173,North America,哥斯达黎加,Costa Rica,295,0.0,0,2,2020-03-29
174,Europe,斯洛伐克,Slovakia,295,0.0,7,0,2020-03-29
175,Asia,约旦,Jordan,246,0.0,18,1,2020-03-29
176,Europe,波黑,Bosnia and Herzegovina,233,0.0,5,4,2020-03-29
177,Europe,圣马力诺,San Marino,242,0.0,2,21,2020-03-29
178,Asia,巴林,Bahrain,473,0.0,254,4,2020-03-29
179,Europe,北马其顿,North Macedonia,219,0.0,1,3,2020-03-29
180,Asia,哈萨克斯坦,Kazakstan,204,0.0,4,1,2020-03-29
181,Europe,阿尔巴尼亚,Albania,197,0.0,10,10,2020-03-29
182,Africa,布基纳法索,Burkina Faso,207,0.0,21,11,2020-03-29
183,Asia,塞浦路斯,Cyprus,179,0.0,0,5,2020-03-29
184,Asia,科威特,Kuwait,235,0.0,64,0,2020-03-29
185,Asia,阿塞拜疆,Azerbaijan,182,0.0,15,4,2020-03-29
186,Asia,越南,Vietnam,174,0.0,21,0,2020-03-29
187,Europe,法罗群岛,Faroe,144,0.0,0,0,2020-03-29
188,Europe,马耳他,Malta,139,0.0,0,0,2020-03-29
189,Africa,加纳,Ghana,141,0.0,2,5,2020-03-29
190,Asia,阿曼,Oman,152,0.0,23,0,2020-03-29
191,Asia,阿富汗,Afghanistan,117,0.0,0,2,2020-03-29
192,Africa,塞内加尔,Senegal,130,0.0,18,0,2020-03-29
193,Asia,斯里兰卡,SriLanka,113,0.0,6,1,2020-03-29
194,South America,委内瑞拉,Venezuela,107,0.0,0,1,2020-03-29
195,Asia,柬埔寨,Kampuchea (Cambodia ),104,0.0,2,0,2020-03-29
196,Asia,乌兹别克斯坦,Uzbekistan,104,0.0,0,2,2020-03-29
197,Africa,毛里求斯,Mauritius,102,0.0,0,2,2020-03-29
198,Africa,喀麦隆,Cameroon,99,0.0,2,2,2020-03-29
199,Asia,文莱,Brunei,120,0.0,25,1,2020-03-29
200,North America,瓜德罗普岛,,96,0.0,0,2,2020-03-29
201,North America,马提尼克,Martinique,93,0.0,0,1,2020-03-29
202,Africa,尼日利亚,Nigeria,89,0.0,3,1,2020-03-29
203,Asia,巴勒斯坦,Palestine,97,0.0,17,1,2020-03-29
204,North America,古巴,Cuba,80,0.0,0,2,2020-03-29
205,Europe,白俄罗斯,Belarus,94,0.0,22,0,2020-03-29
206,Asia,格鲁吉亚,Georgia,85,0.0,14,0,2020-03-29
207,North America,特立尼达和多巴哥,Trinidad and Tobago,66,0.0,0,2,2020-03-29
208,South America,玻利维亚,Bolivia,61,0.0,0,0,2020-03-29
209,Europe,列支敦士登,Liechtenstein,60,0.0,0,0,2020-03-29
210,Africa,卢旺达,Republic of Rwanda,60,0.0,0,0,2020-03-29
211,Africa,刚果（金）,Democratic Republic of the Congo,65,0.0,3,6,2020-03-29
212,Europe,直布罗陀,Gibraltar,55,0.0,0,0,2020-03-29
213,Europe,泽西岛,Bailiwick of Jersey,52,0.0,0,1,2020-03-29
214,Oceania,关岛,Guam,51,0.0,0,1,2020-03-29
215,South America,巴拉圭,Paraguay,52,0.0,0,3,2020-03-29
216,Europe,摩纳哥,Monaco,43,0.0,1,0,2020-03-29
217,Africa,肯尼亚,Kenya,38,0.0,1,1,2020-03-29
218,Europe,根西岛,Guernsey,36,0.0,0,0,2020-03-29
219,South America,法属圭亚那,French Guiana,31,0.0,0,0,2020-03-29
220,Africa,乌干达,Uganda,30,0.0,0,0,2020-03-29
221,Europe,马恩岛,,29,0.0,0,0,2020-03-29
222,North America,阿鲁巴,,28,0.0,0,0,2020-03-29
223,Africa,赞比亚共和国,,28,0.0,0,0,2020-03-29
224,Africa,马达加斯加,Madagascar,28,0.0,0,0,2020-03-29
225,North America,危地马拉,Guatemala,25,0.0,0,1,2020-03-29
226,North America,巴巴多斯,Barbados,24,0.0,0,0,2020-03-29
227,Africa,多哥,Togo,25,0.0,1,1,2020-03-29
228,Africa,马里,Mali,18,0.0,0,0,2020-03-29
229,Oceania,新喀里多尼亚,,15,0.0,0,0,2020-03-29
230,North America,百慕大,,15,0.0,0,0,2020-03-29
231,Africa,吉布提,Djibouti,14,0.0,0,0,2020-03-29
232,Africa,坦桑尼亚,Tanzania,14,0.0,1,0,2020-03-29
233,Asia,蒙古,Mongolia,12,0.0,0,0,2020-03-29
234,Africa,纳米比亚,Namibia,11,0.0,0,0,2020-03-29
235,Africa,斯威士兰,Swaziland,9,0.0,0,0,2020-03-29
236,North America,巴哈马,Bahamas,9,0.0,0,0,2020-03-29
237,North America,格陵兰,,9,0.0,0,0,2020-03-29
238,South America,苏里南,Suriname,8,0.0,0,0,2020-03-29
239,Africa,莫桑比克,Mozambique,8,0.0,0,0,2020-03-29
240,Asia,缅甸,Burma,8,0.0,0,0,2020-03-29
241,North America,安提瓜和巴布达,Antigua and Barbuda,7,0.0,0,0,2020-03-29
242,Africa,中非共和国,Central African Republic,6,0.0,0,0,2020-03-29
243,Africa,毛里塔尼亚,The Islamic Republic of Mauritania,5,0.0,0,0,2020-03-29
244,North America,圣巴泰勒米岛,,5,0.0,0,0,2020-03-29
245,Africa,安哥拉,Angola,5,0.0,0,0,2020-03-29
246,North America,蒙特塞拉特,,5,0.0,0,0,2020-03-29
247,Asia,尼泊尔,Nepal,5,0.0,1,0,2020-03-29
248,Africa,苏丹,Sudan,5,0.0,0,1,2020-03-29
249,Africa,佛得角,,5,0.0,1,1,2020-03-29
250,North America,尼加拉瓜,Nicaragua,2,0.0,0,1,2020-03-29
459,Europe,德国,Germany,52802,0.0,6932,378,2020-03-29
460,Europe,奥地利,Austria,7697,0.0,225,68,2020-03-29
461,Asia,土耳其,Turkey,7402,0.0,70,108,2020-03-29
462,North America,加拿大,Canada,5434,0.0,345,59,2020-03-29
464,Asia,以色列,Israel,3619,0.0,89,12,2020-03-29
465,Oceania,澳大利亚,Australia,3635,0.0,119,14,2020-03-29
466,Europe,瑞典,Sweden,3447,0.0,17,102,2020-03-29
467,South America,巴西,Brazil,3417,0.0,0,92,2020-03-29
468,Europe,捷克,Czech Republic,2622,0.0,11,11,2020-03-29
469,Europe,丹麦,Denmark,2201,0.0,1,65,2020-03-29
470,South America,智利,Chile,1909,0.0,43,6,2020-03-29
471,Europe,卢森堡,Luxembourg,1831,0.0,0,18,2020-03-29
472,Europe,波兰,Poland,1638,0.0,13,18,2020-03-29
473,South America,厄瓜多尔,Ecuador,1595,0.0,0,36,2020-03-29
474,Asia,巴基斯坦,Pakistan,1495,0.0,25,12,2020-03-29
475,Asia,日本,Japan,1724,0.0,372,54,2020-03-29
476,Africa,南非,South Africa,1187,0.0,1,2,2020-03-29
477,Europe,芬兰,Finland,1163,0.0,10,9,2020-03-29
478,Europe,希腊,Greece,1061,0.0,19,32,2020-03-29
479,Asia,印度,India,918,0.0,80,19,2020-03-29
480,North America,巴拿马,Panama,786,0.0,0,14,2020-03-29
481,North America,墨西哥,Mexico,717,0.0,1,12,2020-03-29
482,South America,阿根廷,Argentina,690,0.0,1,17,2020-03-29
483,Europe,塞尔维亚,Republic of Serbia,659,0.0,0,10,2020-03-29
484,South America,秘鲁,Peru,671,0.0,14,16,2020-03-29
485,Europe,斯洛文尼亚,Slovenia,632,0.0,0,9,2020-03-29
486,Europe,爱沙尼亚,Estonia,640,0.0,20,1,2020-03-29
487,North America,多米尼加,Dominican Republic,581,0.0,0,20,2020-03-29
488,Europe,克罗地亚,Croatia,586,0.0,37,3,2020-03-29
489,Asia,卡塔尔,Qatar,590,0.0,45,1,2020-03-29
490,Africa,埃及,Egypt,576,0.0,121,36,2020-03-29
491,Asia,亚美尼亚,Armenia,372,0.0,28,1,2020-03-29
492,Europe,乌克兰,Ukraine,356,0.0,5,9,2020-03-29
493,Asia,伊拉克,Iraq,506,0.0,131,42,2020-03-29
494,Europe,匈牙利,Hungary,343,0.0,34,11,2020-03-29
495,North America,哥斯达黎加,Costa Rica,295,0.0,0,2,2020-03-29
496,Europe,斯洛伐克,Slovakia,295,0.0,7,0,2020-03-29
497,Asia,约旦,Jordan,246,0.0,18,1,2020-03-29
498,Europe,波黑,Bosnia and Herzegovina,233,0.0,5,4,2020-03-29
499,Africa,突尼斯,Tunisia,227,0.0,0,6,2020-03-29
500,Asia,巴林,Bahrain,473,0.0,254,4,2020-03-29
501,Europe,北马其顿,North Macedonia,219,0.0,1,3,2020-03-29
502,Asia,哈萨克斯坦,Kazakstan,204,0.0,4,1,2020-03-29
503,Europe,摩尔多瓦,Moldova,199,0.0,10,2,2020-03-29
504,Europe,阿尔巴尼亚,Albania,197,0.0,10,10,2020-03-29
505,Africa,布基纳法索,Burkina Faso,207,0.0,21,11,2020-03-29
506,Asia,塞浦路斯,Cyprus,179,0.0,0,5,2020-03-29
507,Asia,阿塞拜疆,Azerbaijan,182,0.0,15,4,2020-03-29
508,Europe,法罗群岛,Faroe,144,0.0,0,0,2020-03-29
509,Europe,马耳他,Malta,139,0.0,0,0,2020-03-29
510,Africa,留尼旺,Reunion,135,0.0,0,0,2020-03-29
511,Africa,加纳,Ghana,141,0.0,2,5,2020-03-29
512,Others,钻石公主号邮轮,Diamond Princess Cruise Ship,712,0.0,574,10,2020-03-29
513,Asia,斯里兰卡,SriLanka,113,0.0,6,1,2020-03-29
514,South America,委内瑞拉,Venezuela,107,0.0,0,1,2020-03-29
515,Asia,柬埔寨,Kampuchea (Cambodia ),104,0.0,2,0,2020-03-29
516,Africa,毛里求斯,Mauritius,102,0.0,0,2,2020-03-29
517,Africa,科特迪瓦,Ivory Coast,101,0.0,3,0,2020-03-29
518,Asia,文莱,Brunei,120,0.0,25,1,2020-03-29
519,North America,瓜德罗普岛,,96,0.0,0,2,2020-03-29
520,North America,马提尼克,Martinique,93,0.0,0,1,2020-03-29
521,North America,古巴,Cuba,80,0.0,0,2,2020-03-29
522,Europe,白俄罗斯,Belarus,94,0.0,22,0,2020-03-29
523,North America,特立尼达和多巴哥,Trinidad and Tobago,66,0.0,0,2,2020-03-29
524,South America,玻利维亚,Bolivia,61,0.0,0,0,2020-03-29
525,Europe,列支敦士登,Liechtenstein,60,0.0,0,0,2020-03-29
526,Europe,直布罗陀,Gibraltar,55,0.0,0,0,2020-03-29
527,Europe,泽西岛,Bailiwick of Jersey,52,0.0,0,1,2020-03-29
528,Oceania,关岛,Guam,51,0.0,0,1,2020-03-29
529,South America,巴拉圭,Paraguay,52,0.0,0,3,2020-03-29
530,Europe,根西岛,Guernsey,36,0.0,0,0,2020-03-29
531,South America,法属圭亚那,French Guiana,31,0.0,0,0,2020-03-29
532,Europe,马恩岛,,29,0.0,0,0,2020-03-29
533,North America,阿鲁巴,,28,0.0,0,0,2020-03-29
534,North America,危地马拉,Guatemala,25,0.0,0,1,2020-03-29
535,North America,巴巴多斯,Barbados,24,0.0,0,0,2020-03-29
536,Africa,多哥,Togo,25,0.0,1,1,2020-03-29
537,Oceania,新喀里多尼亚,,15,0.0,0,0,2020-03-29
538,North America,百慕大,,15,0.0,0,0,2020-03-29
539,Asia,蒙古,Mongolia,12,0.0,0,0,2020-03-29
540,Africa,斯威士兰,Swaziland,9,0.0,0,0,2020-03-29
541,North America,巴哈马,Bahamas,9,0.0,0,0,2020-03-29
542,North America,格陵兰,,9,0.0,0,0,2020-03-29
543,South America,苏里南,Suriname,8,0.0,0,0,2020-03-29
544,North America,安提瓜和巴布达,Antigua and Barbuda,7,0.0,0,0,2020-03-29
545,North America,圣巴泰勒米岛,,5,0.0,0,0,2020-03-29
546,North America,蒙特塞拉特,,5,0.0,0,0,2020-03-29
547,North America,尼加拉瓜,Nicaragua,2,0.0,0,1,2020-03-29
548,Europe,斯洛伐克,Slovakia,292,0.0,7,0,2020-03-29
549,North America,美国,United States of America,121117,0.0,991,2010,2020-03-29
550,Europe,意大利,Italy,92472,0.0,12384,10023,2020-03-29
551,Europe,西班牙,Spain,72248,0.0,12285,5690,2020-03-29
552,Europe,德国,Germany,52802,0.0,6932,378,2020-03-29
553,Europe,法国,France,37575,0.0,5700,2314,2020-03-29
554,Asia,伊朗,Iran,35408,0.0,11679,2517,2020-03-29
555,Europe,英国,United Kingdom,17089,0.0,135,1019,2020-03-29
556,Europe,瑞士,Switzerland,13213,0.0,1530,235,2020-03-29
557,Europe,比利时,Belgium,9134,0.0,350,353,2020-03-29
558,Europe,奥地利,Austria,7697,0.0,225,58,2020-03-29
559,Asia,土耳其,Turkey,7402,0.0,70,108,2020-03-29
560,Europe,荷兰,Netherlands,9762,0.0,2954,639,2020-03-29
561,North America,加拿大,Canada,5434,0.0,345,59,2020-03-29
562,Asia,韩国,Korea,9478,0.0,4811,144,2020-03-29
563,Europe,葡萄牙,Portugal,4268,0.0,22,76,2020-03-29
564,Europe,挪威,Norway,3981,0.0,0,22,2020-03-29
565,Asia,以色列,Israel,3619,0.0,89,12,2020-03-29
566,Oceania,澳大利亚,Australia,3635,0.0,119,14,2020-03-29
567,Europe,瑞典,Sweden,3447,0.0,17,102,2020-03-29
568,South America,巴西,Brazil,3417,0.0,0,92,2020-03-29
569,Europe,捷克,Czech Republic,2622,0.0,11,11,2020-03-29
570,Europe,爱尔兰,Ireland,2415,0.0,0,36,2020-03-29
571,Europe,丹麦,Denmark,2201,0.0,1,65,2020-03-29
572,Asia,马来西亚,Malaysia,2320,0.0,320,27,2020-03-29
573,Europe,卢森堡,Luxembourg,1831,0.0,0,18,2020-03-29
574,South America,智利,Chile,1610,0.0,43,5,2020-03-29
575,Asia,巴基斯坦,Pakistan,1495,0.0,25,12,2020-03-29
576,Europe,波兰,Poland,1389,0.0,13,16,2020-03-29
577,South America,厄瓜多尔,Ecuador,1382,0.0,0,34,2020-03-29
578,Asia,日本,Japan,1724,0.0,372,54,2020-03-29
579,Europe,俄罗斯,Russia,1264,0.0,49,4,2020-03-29
580,Africa,南非,South Africa,1187,0.0,1,1,2020-03-29
581,Asia,沙特阿拉伯,Saudi Arabia,1203,0.0,37,4,2020-03-29
582,Europe,罗马尼亚,Romania,1292,0.0,115,24,2020-03-29
583,Europe,芬兰,Finland,1163,0.0,10,9,2020-03-29
584,Asia,泰国,Thailand,1245,0.0,97,6,2020-03-29
585,Asia,印度尼西亚,Indonesia,1155,0.0,35,102,2020-03-29
586,Europe,希腊,Greece,1061,0.0,19,32,2020-03-29
587,Asia,菲律宾,Philippines,1075,0.0,35,68,2020-03-29
588,Europe,冰岛,Iceland,963,0.0,97,2,2020-03-29
589,Asia,印度,India,918,0.0,80,19,2020-03-29
590,North America,巴拿马,Panama,786,0.0,0,14,2020-03-29
591,North America,墨西哥,Mexico,717,0.0,1,12,2020-03-29
592,South America,阿根廷,Argentina,690,0.0,1,17,2020-03-29
593,Europe,塞尔维亚,Republic of Serbia,659,0.0,0,10,2020-03-29
594,South America,秘鲁,Peru,671,0.0,14,16,2020-03-29
595,Europe,斯洛文尼亚,Slovenia,632,0.0,0,9,2020-03-29
596,Europe,爱沙尼亚,Estonia,640,0.0,20,1,2020-03-29
597,Asia,新加坡,Singapore,802,0.0,183,2,2020-03-29
598,South America,哥伦比亚,Colombia,608,0.0,10,6,2020-03-29
599,Europe,克罗地亚,Croatia,586,0.0,37,3,2020-03-29
600,Asia,卡塔尔,Qatar,590,0.0,45,1,2020-03-29
601,North America,多米尼加,Dominican Republic,488,0.0,0,10,2020-03-29
602,Africa,埃及,Egypt,576,0.0,121,36,2020-03-29
603,Asia,阿联酋,United Arab Emirates,468,0.0,55,2,2020-03-29
604,Oceania,新西兰,New Zealand,451,4.0,50,0,2020-03-29
605,Asia,黎巴嫩,Lebanon,412,0.0,27,8,2020-03-29
606,Europe,立陶宛,Lithuania,382,0.0,1,7,2020-03-29
607,Africa,阿尔及利亚,Algeria,409,0.0,29,26,2020-03-29
608,Asia,亚美尼亚,Armenia,372,0.0,28,1,2020-03-29
609,Europe,乌克兰,Ukraine,356,0.0,5,9,2020-03-29
610,Asia,伊拉克,Iraq,506,0.0,131,42,2020-03-29
611,Africa,摩洛哥,Morocco,359,0.0,11,24,2020-03-29
612,Europe,保加利亚,Bulgaria,313,0.0,3,3,2020-03-29
613,Europe,拉脱维亚,Latvia,305,0.0,0,0,2020-03-29
614,Europe,安道尔,Andorra,308,0.0,5,3,2020-03-29
615,Europe,匈牙利,Hungary,343,0.0,34,11,2020-03-29
616,Europe,斯洛伐克,Slovakia,292,0.0,9,0,2020-03-29
617,North America,哥斯达黎加,Costa Rica,263,0.0,0,2,2020-03-29
618,South America,乌拉圭,Uruguay,238,0.0,6,0,2020-03-29
619,Asia,约旦,Jordan,246,0.0,18,1,2020-03-29
620,Europe,波黑,Bosnia and Herzegovina,230,0.0,5,4,2020-03-29
621,Africa,突尼斯,Tunisia,227,0.0,0,6,2020-03-29
622,Europe,圣马力诺,San Marino,242,0.0,2,21,2020-03-29
623,Asia,巴林,Bahrain,473,0.0,254,4,2020-03-29
624,Europe,北马其顿,North Macedonia,201,0.0,1,3,2020-03-29
625,Europe,摩尔多瓦,Moldova,199,0.0,10,2,2020-03-29
626,Asia,哈萨克斯坦,Kazakstan,191,0.0,4,1,2020-03-29
627,Europe,阿尔巴尼亚,Albania,197,0.0,10,10,2020-03-29
628,Africa,布基纳法索,Burkina Faso,207,0.0,21,11,2020-03-29
629,Asia,塞浦路斯,Cyprus,179,0.0,0,5,2020-03-29
630,Asia,科威特,Kuwait,235,0.0,64,0,2020-03-29
631,Asia,阿塞拜疆,Azerbaijan,182,0.0,15,4,2020-03-29
632,Asia,越南,Vietnam,174,0.0,21,0,2020-03-29
633,Europe,法罗群岛,Faroe,140,0.0,0,0,2020-03-29
634,Africa,留尼旺,Reunion,135,0.0,0,0,2020-03-29
635,Africa,加纳,Ghana,141,0.0,2,5,2020-03-29
636,Europe,马耳他,Malta,134,0.0,0,0,2020-03-29
637,Asia,阿曼,Oman,152,0.0,23,0,2020-03-29
638,Others,钻石公主号邮轮,Diamond Princess Cruise Ship,712,0.0,574,10,2020-03-29
639,Asia,阿富汗,Afghanistan,117,0.0,0,2,2020-03-29
640,Africa,塞内加尔,Senegal,130,0.0,18,0,2020-03-29
641,Asia,斯里兰卡,SriLanka,113,0.0,6,1,2020-03-29
642,South America,委内瑞拉,Venezuela,107,0.0,0,1,2020-03-29
643,Asia,乌兹别克斯坦,Uzbekistan,104,0.0,0,2,2020-03-29
644,Africa,毛里求斯,Mauritius,102,0.0,0,2,2020-03-29
645,Africa,科特迪瓦,Ivory Coast,101,0.0,3,0,2020-03-29
646,Africa,喀麦隆,Cameroon,99,0.0,2,2,2020-03-29
647,Asia,文莱,Brunei,120,0.0,25,1,2020-03-29
648,Africa,尼日利亚,Nigeria,89,0.0,3,1,2020-03-29
649,Asia,巴勒斯坦,Palestine,97,0.0,17,1,2020-03-29
650,Asia,格鲁吉亚,Georgia,85,0.0,14,0,2020-03-29
651,Africa,卢旺达,Republic of Rwanda,60,0.0,0,0,2020-03-29
652,Africa,刚果（金）,Democratic Republic of the Congo,65,0.0,3,6,2020-03-29
653,Europe,摩纳哥,Monaco,43,0.0,1,0,2020-03-29
654,Africa,肯尼亚,Kenya,38,0.0,1,1,2020-03-29
655,Africa,乌干达,Uganda,30,0.0,0,0,2020-03-29
656,Africa,赞比亚共和国,,28,0.0,0,0,2020-03-29
657,Africa,马达加斯加,Madagascar,28,0.0,0,0,2020-03-29
658,Africa,多哥,Togo,24,0.0,1,1,2020-03-29
659,Africa,马里,Mali,18,0.0,0,0,2020-03-29
660,Africa,吉布提,Djibouti,14,0.0,0,0,2020-03-29
661,Africa,坦桑尼亚,Tanzania,14,0.0,1,0,2020-03-29
662,Africa,纳米比亚,Namibia,11,0.0,0,0,2020-03-29
663,Africa,莫桑比克,Mozambique,8,0.0,0,0,2020-03-29
664,Africa,中非共和国,Central African Republic,6,0.0,0,0,2020-03-29
665,Africa,毛里塔尼亚,The Islamic Republic of Mauritania,5,0.0,0,0,2020-03-29
666,Africa,安哥拉,Angola,5,0.0,0,0,2020-03-29
667,Asia,尼泊尔,Nepal,5,0.0,1,0,2020-03-29
668,Africa,苏丹,Sudan,5,0.0,0,1,2020-03-29
669,Africa,佛得角,,5,0.0,1,1,2020-03-29
670,Africa,南非,South Africa,1170,0.0,1,1,2020-03-29
671,Asia,卡塔尔,Qatar,590,0.0,45,1,2020-03-29
672,Oceania,新西兰,New Zealand,451,4.0,50,0,2020-03-29
