,English Na,Name,Population,Flag,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29
22,Ecuador,厄瓜多尔,17643054.0,https://www.countryflags.io/ec/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,140.0,140.0,411.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,501.0,1366.0,1366.0,1366.0,1557.0,1557.0
23,Saudi Arabia,沙特阿拉伯,34813871.0,https://www.countryflags.io/sa/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,16.0,16.0,16.0,28.0,29.0,29.0,29.0,37.0,66.0,115.0,165.0,264.0,328.0,328.0,328.0,488.0,551.0,615.0,631.0,631.0,685.0,720.0,761.0,805.0,889.0,931.0,990.0,1049.0,1329.0,1398.0,1490.0,1640.0,1812.0,1925.0,2049.0,2215.0,2357.0,2531.0,2784.0,2784.0
24,Sweden,瑞典,10099265.0,https://www.countryflags.io/se/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,530.0,537.0,550.0,516.0,538.0,541.0,556.0,546.0,1005.0,1005.0
25,Iran,伊朗,83992949.0,https://www.countryflags.io/ir/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,49.0,123.0,175.0,175.0,435.0,552.0,552.0,913.0,1669.0,2134.0,2194.0,2731.0,2959.0,3276.0,3529.0,3529.0,4590.0,4996.0,5389.0,5710.0,5979.0,6745.0,7635.0,7913.0,7913.0,8913.0,9625.0,10457.0,11133.0,11679.0,12391.0,12391.0,14656.0,15473.0,16711.0,17935.0,19736.0,22011.0,24236.0,27039.0,29812.0,32309.0,35465.0,41947.0,43894.0,45983.0,48129.0,49933.0,52229.0,54064.0,55987.0,57023.0,59273.0,60965.0,63113.0,64843.0,66599.0,68193.0,69657.0,70933.0,72439.0,72439.0
26,Singapore,新加坡,5850342.0,https://www.countryflags.io/sg/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,7.0,9.0,15.0,17.0,17.0,18.0,24.0,24.0,34.0,34.0,37.0,37.0,51.0,51.0,53.0,62.0,62.0,62.0,69.0,72.0,74.0,74.0,74.0,79.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,82.0,105.0,105.0,105.0,105.0,117.0,124.0,140.0,140.0,152.0,152.0,152.0,152.0,172.0,183.0,183.0,183.0,183.0,183.0,266.0,266.0,266.0,266.0,344.0,344.0,406.0,406.0,406.0,406.0,406.0,560.0,560.0,652.0,652.0,683.0,683.0,683.0,683.0,683.0,683.0,683.0,683.0,683.0,683.0,683.0,1095.0,1095.0
27,Mexico,墨西哥,128932753.0,https://www.countryflags.io/mx/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2627.0,2627.0
28,Qatar,卡塔尔,2881053.0,https://www.countryflags.io/qa/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,10.0,27.0,33.0,37.0,41.0,41.0,43.0,43.0,45.0,48.0,51.0,62.0,71.0,72.0,72.0,109.0,123.0,131.0,178.0,206.0,227.0,247.0,275.0,334.0,373.0,406.0,406.0,464.0,510.0,518.0,555.0,614.0,689.0,750.0,809.0,929.0,1012.0,1066.0,1134.0,1134.0
29,Pakistan,巴基斯坦,220892340.0,https://www.countryflags.io/pk/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,6.0,21.0,23.0,25.0,28.0,57.0,58.0,85.0,107.0,107.0,130.0,257.0,429.0,467.0,467.0,572.0,727.0,762.0,762.0,762.0,762.0,1446.0,1446.0,1765.0,1832.0,1868.0,1970.0,2066.0,2337.0,2337.0,2337.0,2337.0,3029.0,3233.0,3233.0
30,Belarus,白俄罗斯,9449323.0,https://www.countryflags.io/by/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,15.0,15.0,15.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,47.0,47.0,46.0,46.0,41.0,52.0,53.0,53.0,77.0,77.0,169.0,169.0,169.0,169.0,169.0,169.0,169.0,342.0,342.0,494.0,494.0,494.0,577.0,577.0,1120.0,1573.0,1695.0,1740.0,1993.0,1993.0
31,Ireland,爱尔兰,4937786.0,https://www.countryflags.io/ie/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,9233.0,9233.0,9233.0,9233.0,9233.0,9233.0,9233.0,9233.0
32,United Arab Emirates,阿联酋,9890402.0,https://www.countryflags.io/ae/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,20.0,20.0,23.0,23.0,23.0,26.0,31.0,31.0,38.0,38.0,41.0,41.0,52.0,52.0,52.0,55.0,55.0,61.0,61.0,61.0,61.0,96.0,125.0,125.0,167.0,167.0,239.0,239.0,268.0,588.0,588.0,852.0,852.0,933.0,1034.0,1095.0,1188.0,1286.0,1360.0,1443.0,1546.0,1637.0,1637.0,1760.0,1978.0,1978.0,2181.0,2181.0
33,Poland,波兰,37846611.0,https://www.countryflags.io/pl/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,116.0,134.0,162.0,191.0,222.0,284.0,318.0,318.0,439.0,487.0,618.0,668.0,774.0,866.0,981.0,1040.0,1133.0,1512.0,1513.0,1740.0,1944.0,2126.0,2265.0,2466.0,2655.0
34,Ukraine,乌克兰,43733762.0,https://www.countryflags.io/ua/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,8.0,10.0,13.0,19.0,23.0,25.0,28.0,28.0,35.0,35.0,35.0,35.0,89.0,97.0,119.0,143.0,186.0,246.0,275.0,347.0,359.0,367.0,467.0,504.0,601.0,782.0,782.0,864.0,992.0,992.0
35,Israel,以色列,8655535.0,https://www.countryflags.io/il/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,14.0,15.0,37.0,37.0,49.0,58.0,58.0,79.0,79.0,89.0,139.0,161.0,226.0,226.0,338.0,427.0,477.0,585.0,683.0,770.0,770.0,1061.0,1236.0,1388.0,1627.0,2000.0,2309.0,2624.0,2967.0,3247.0,3564.0,3872.0,4353.0,4961.0,5334.0,5685.0,6159.0,6602.0,6796.0,7375.0,7746.0
36,Romania,罗马尼亚,19237691.0,https://www.countryflags.io/ro/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,25.0,31.0,31.0,31.0,31.0,31.0,31.0,31.0,115.0,115.0,206.0,206.0,220.0,220.0,220.0,220.0,329.0,374.0,374.0,528.0,647.0,647.0,729.0,758.0,852.0,914.0,914.0,1217.0,1357.0,1508.0,1730.0,1892.0,2017.0,2153.0,2406.0,2478.0,2817.0,2890.0,3054.0,3404.0,3404.0
37,Republic of Serbia,塞尔维亚,8737371.0,https://www.countryflags.io/rs/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,118.0,118.0,118.0,118.0,118.0,118.0,443.0,534.0,637.0,753.0,870.0,977.0,1153.0,1201.0,1253.0,1314.0,1314.0,1314.0,1314.0,1314.0
38,Indonesia,印度尼西亚,273523615.0,https://www.countryflags.io/id/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,35.0,35.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,359.0,359.0,426.0,426.0,548.0,607.0,635.0,686.0,747.0,747.0,913.0,960.0,1002.0,1042.0,1107.0,1151.0,1254.0,1254.0
39,Philippines,菲律宾,109581078.0,https://www.countryflags.io/ph/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,7.0,13.0,15.0,18.0,20.0,26.0,28.0,31.0,35.0,42.0,42.0,49.0,50.0,51.0,52.0,57.0,64.0,73.0,84.0,96.0,124.0,140.0,157.0,197.0,242.0,295.0,353.0,435.0,487.0,516.0,572.0,613.0,654.0,693.0,722.0,762.0,792.0,862.0,932.0,975.0,975.0
40,Chile,智利,19116201.0,https://www.countryflags.io/cl/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,11.0,17.0,17.0,17.0,43.0,43.0,75.0,75.0,156.0,234.0,335.0,335.0,528.0,598.0,598.0,598.0,1115.0,1115.0,1571.0,1571.0,2059.0,2367.0,2367.0,2367.0,3229.0,3621.0,4035.0,4338.0,4676.0,4969.0,5386.0,5386.0,6327.0,6746.0,7024.0,7327.0,7710.0
41,Bangladesh,孟加拉国,164689383.0,https://www.countryflags.io/bd/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,11.0,11.0,11.0,11.0,19.0,25.0,25.0,25.0,26.0,30.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,39.0,42.0,42.0,42.0,42.0,42.0,66.0,75.0,85.0,85.0,85.0,85.0,112.0,112.0,112.0,131.0,139.0,139.0
42,Switzerland,瑞士,8654622.0,https://www.countryflags.io/ch/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1530.0,1530.0,1823.0,1823.0,1823.0,1823.0,1823.0,5657.0,6415.0,7298.0,7298.0,8704.0,9800.0,10600.0,11100.0,12100.0,12100.0,13700.0,14700.0,15400.0,15900.0,16400.0,17100.0,17800.0,18600.0,19400.0,19900.0,20600.0,21000.0,21300.0,21800.0,22200.0,22200.0
43,Panama,巴拿马,4314767.0,https://www.countryflags.io/pa/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,455.0,455.0
44,Dominican Republic,多米尼加,10847910.0,https://www.countryflags.io/do/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,993.0,993.0
45,Colombia,哥伦比亚,50882891.0,https://www.countryflags.io/co/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,8.0,10.0,10.0,10.0,10.0,31.0,31.0,31.0,31.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,85.0,1210.0,1210.0
46,Czech Republic,捷克,10708981.0,https://www.countryflags.io/cz/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,4.0,6.0,7.0,7.0,10.0,10.0,10.0,11.0,11.0,11.0,25.0,45.0,61.0,67.0,72.0,78.0,96.0,121.0,172.0,233.0,301.0,346.0,411.0,464.0,519.0,642.0,819.0,972.0,1174.0,1227.0,1298.0,1559.0,1753.0,1989.0,2152.0,2371.0,2453.0,2545.0,2842.0,2942.0
47,South Africa,南非,59308690.0,https://www.countryflags.io/za/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,903.0,903.0,903.0,903.0,1055.0,1055.0,1055.0,1473.0,1473.0,1473.0,1473.0,1473.0,1473.0
48,Egypt,埃及,102334404.0,https://www.countryflags.io/eg/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,12.0,12.0,12.0,8.0,10.0,21.0,21.0,26.0,26.0,26.0,28.0,28.0,39.0,41.0,56.0,68.0,80.0,95.0,102.0,116.0,121.0,132.0,150.0,150.0,179.0,201.0,216.0,241.0,247.0,259.0,276.0,305.0,348.0,384.0,426.0,447.0,488.0,514.0,553.0,596.0,646.0,701.0,732.0,821.0,870.0,935.0,1004.0,1075.0,1114.0,1176.0,1236.0,1304.0
49,Morocco,摩洛哥,36910560.0,https://www.countryflags.io/ma/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,6.0,7.0,8.0,11.0,12.0,13.0,15.0,24.0,29.0,34.0,59.0,70.0,76.0,88.0,97.0,103.0,114.0,141.0,153.0,196.0,210.0,218.0,247.0,273.0,298.0,322.0,340.0,359.0,398.0,430.0,478.0,498.0,557.0,669.0,695.0,778.0
50,Moldova,摩尔多瓦,4033963.0,https://www.countryflags.io/md/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10.0,10.0,10.0,10.0,22.0,22.0,22.0,22.0,22.0,30.0,30.0,30.0,30.0,30.0,30.0,75.0,75.0,75.0,75.0,171.0,235.0,235.0,457.0,478.0,505.0,505.0,505.0,505.0,505.0,505.0,505.0,925.0,925.0
51,Austria,奥地利,9006398.0,https://www.countryflags.io/at/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,6.0,6.0,6.0,6.0,6.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,225.0,225.0,225.0,646.0,1095.0,1436.0,1749.0,2022.0,2507.0,2507.0,2507.0,2507.0,2507.0,2507.0,2507.0,2507.0,2507.0,7633.0,7633.0,7633.0,9704.0,10214.0,10501.0,10631.0,10971.0,10971.0,11694.0,11694.0,11694.0,12282.0,12282.0,12362.0,12362.0
52,Denmark,丹麦,5792202.0,https://www.countryflags.io/dk/flat/64.png,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,894.0,894.0,894.0,894.0,894.0,894.0,894.0,894.0,894.0,894.0,894.0,894.0,894.0,894.0,2748.0,2748.0,2748.0,2748.0,2748.0,2748.0,2748.0,2748.0,2748.0,2748.0,2748.0,2748.0,6121.0,6121.0
